class,structure,Pv
micelles,wedge_p0_C1_23_60_60-65-micelle.pdb,0.18085714285714286
micelles,wedge_p0_C1_20_40_40-103-micelle.pdb,0.05
disks,wedge_p0_C3_24_40_50-2-disk.pdb,0.06294871794871795
micelles,wedge_p0_C1_23_60_60-33-micelle.pdb,0.1891904761904762
disks,wedge_p0_C3_24_40_50-143-disk.pdb,0.054615384615384614
disks,wedge_p0_C1_23_40_40-73-disk.pdb,0.05
disks,wedge_p0_C1_23_60_60-61-disk.pdb,0.08762708052181736
cylinders,wedge_p0_C3_24_40_50-134-cylinder.pdb,0.03
micelles,wedge_p11_C6__50_50-46-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-6-micelle.pdb,0.0
disks,wedge_p0_C1_23_60_60-225-disk.pdb,0.05833333333333333
micelles,wedge_p0_C1_23_60_60-35-micelle.pdb,0.15085714285714286
disks,wedge_p0_C1_23_60_60-133-disk.pdb,0.08762708052181736
micelles,wedge_p11_C6__50_50-124-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-193-disk.pdb,0.08762708052181736
micelles,wedge_p11_C6__50_50-81-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-49-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-133-micelle.pdb,0.05
perforated vesicles,wedge_p0_C1_20_40_40-155-perfves.pdb,0.06192307692307693
micelles,wedge_p11_C6__50_50-60-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-178-torus_disk_.pdb,0.03
micelles,wedge_p0_C1_20_40_40-20-micelle.pdb,0.054615384615384614
perforated vesicles,wedge_p0_C1_20_40_40-177-perfves.pdb,0.0
disks,wedge_p0_C1_23_60_60-221-disk.pdb,0.3008571428571429
micelles,wedge_p0_C3_24_40_50-148-micelle_disk_.pdb,0.26085714285714284
micelles,wedge_p0_C1_23_60_60-6-micelle.pdb,0.054615384615384614
micelles,wedge_p11_C6__50_50-87-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-49-disk.pdb,0.29085714285714287
perforated vesicles,wedge_p0_C1_20_40_40-136-perfvesicle.pdb,0.02
disks,wedge_p0_C1_23_60_60-108-disk.pdb,0.21386883876357562
disks,wedge_p0_C1_23_60_60-127-disk.pdb,0.28085714285714286
micelles,wedge_p11_C6__50_50-99-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-227-disk.pdb,0.23386883876357561
disks,wedge_p0_C3_24_40_50-155-disk.pdb,0.054615384615384614
micelles,wedge_p11_C6__50_50-133-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_40_40-47-disk.pdb,0.05
disks,wedge_p0_C1_23_60_60-215-disk.pdb,0.2649799498746867
torus,wedge_p0_C1_20_40_40-9-torus.pdb,0.03
micelles,wedge_p0_C1_23_60_60-38-micelle.pdb,0.1891904761904762
disks,wedge_p0_C1_23_60_60-129-disk.pdb,0.2975238095238095
micelles,wedge_p0_C1_23_60_60-14-micelle.pdb,0.07436141636141637
cylinders,wedge_p0_C1_20_40_40-94-cylinder.pdb,0.0
micelles,wedge_p0_C1_23_40_40-55-micelle.pdb,0.04350427350427351
disks,wedge_p0_C1_23_60_60-136-disk.pdb,0.23386883876357561
disks,wedge_p0_C1_23_60_60-125-disk.pdb,0.2238688387635756
micelles,wedge_p11_C6__50_50-159-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-128-disk.pdb,0.3008571428571429
disks,wedge_p0_C1_23_60_60-208-disk.pdb,0.23386883876357561
micelles,wedge_p0_C1_20_40_40-80-micelle_disk_.pdb,0.05
torus,wedge_p0_C1_20_40_40-19-torus.pdb,0.08929374718848404
micelles,wedge_p11_C6__50_50-34-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-231-disk.pdb,0.24386883876357562
torus,wedge_p0_C1_20_40_40-134-torus.pdb,0.03
disks,wedge_p0_C1_23_60_60-117-disk.pdb,0.28085714285714286
micelles,wedge_p0_C1_20_40_40-49-micelle.pdb,0.045472527472527474
disks,wedge_p0_C1_23_40_40-66-disk.pdb,0.05
micelles,wedge_p11_C6__50_50-100-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-33-micelle_disk_.pdb,0.0
cylinders,wedge_p0_C1_20_40_40-101-cylinder.pdb,0.0
disks,wedge_p0_C1_23_40_40-7-disk.pdb,0.04
disks,wedge_p0_C1_23_60_60-31-disk.pdb,0.23386883876357561
micelles,wedge_p11_C6__50_50-121-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-124-micelle.pdb,0.08183760683760682
disks,wedge_p0_C3_24_40_50-42-disk.pdb,0.05833333333333333
disks,wedge_p0_C3_24_40_40-58-disk.pdb,0.19807936507936508
micelles,wedge_p11_C6__50_50-17-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-188-disk.pdb,0.27085714285714285
micelles,wedge_p11_C6__50_50-135-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_20_40_40-82-disk.pdb,0.05
micelles,wedge_p0_C1_23_60_60-140-micelle.pdb,0.19807936507936508
micelles,wedge_p11_C6__50_50-54-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_40_40-37-micelle.pdb,0.004615384615384616
disks,wedge_p0_C1_23_60_60-200-disk.pdb,0.23386883876357561
disks,wedge_p0_C1_23_40_40-19-disk.pdb,0.03
cylinders,wedge_p0_C1_20_40_40-60-cylinder.pdb,0.0
micelles,wedge_p0_C1_23_60_60-16-micelle.pdb,0.11461538461538462
micelles,wedge_p0_C1_20_40_40-29-micelle.pdb,0.0
disks,wedge_p0_C1_20_40_40-71-disk_perforated_pdb.pdb,0.06
disks,wedge_p0_C3_24_40_50-72-disk.pdb,0.03
disks,wedge_p0_C1_23_60_60-189-disk.pdb,0.29085714285714287
torus,wedge_p0_C1_20_40_40-100-torus_disk_.pdb,0.03
disks,wedge_p0_C3_24_40_50-145-disk.pdb,0.06294871794871795
disks,wedge_p0_C1_23_60_60-149-disk.pdb,0.24386883876357562
disks,wedge_p0_C1_23_60_60-27-disk.pdb,0.08183760683760682
micelles,wedge_p11_C6__50_50-117-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-138-disk.pdb,0.2238688387635756
micelles,wedge_p11_C6__50_50-66-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-219-disk.pdb,0.22848422337896024
micelles,wedge_p11_C6__50_50-107-micelle_disk_.pdb,0.0
perforated vesicles,wedge_p0_C1_20_40_40-172-perfves.pdb,0.08192307692307693
micelles,wedge_p11_C6__50_50-37-micelle_disk_.pdb,0.0
micelles,wedge_p0_C2_24.5_40_50-2-micelle_disk_.pdb,0.06350427350427351
disks,wedge_p0_C1_23_60_60-78-disk.pdb,0.08762708052181736
micelles,wedge_p11_C6__50_50-22-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_20_40_40-3-disk.pdb,0.0
micelles,wedge_p0_C1_20_40_40-37-micelle.pdb,0.0
torus,wedge_p0_C1_20_40_40-16-torus_disk_.pdb,0.0
micelles,wedge_p0_C3_24_40_50-82-micelle.pdb,0.06294871794871795
micelles,wedge_p0_C1_20_40_40-35-micelle.pdb,0.02
micelles,wedge_p0_C1_20_40_40-97-micelle.pdb,0.0
micelles,wedge_p11_C6__50_50-70-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-91-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-118-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-23-micelle.pdb,0.26085714285714284
micelles,wedge_p11_C6__50_50-158-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-68-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-167-torus.pdb,0.07
micelles,wedge_p0_C1_20_40_40-68-micelle.pdb,0.03
micelles,wedge_p11_C6__50_50-127-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-135-disk.pdb,0.08762708052181736
disks,wedge_p0_C1_23_60_60-197-disk.pdb,0.22848422337896024
disks,wedge_p0_C1_20_40_40-38-disk.pdb,0.0
disks,wedge_p0_C3_24_40_40-66-disk.pdb,0.054615384615384614
micelles,wedge_p0_C1_20_40_40-58-micelle.pdb,0.0
disks,wedge_p0_C1_23_60_60-30-disk.pdb,0.24386883876357562
disks,wedge_p0_C1_23_60_60-91-disk.pdb,0.2238688387635756
micelles,wedge_p0_C1_20_40_40-117-micelle.pdb,0.0
micelles,wedge_p11_C6__50_50-94-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-142-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-66-disk.pdb,0.2975238095238095
micelles,wedge_p11_C6__50_50-153-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-20-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-140-micelle_disk_.pdb,0.0
torus,wedge_p0_C3_24_40_50-137-torus.pdb,0.0735042735042735
disks,wedge_p0_C1_23_60_60-92-disk.pdb,0.2238688387635756
disordered,macro_o19a29.31_1-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_2-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_3-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_4-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_5-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_6-1.pdb,0.07192307692307692
disordered,macro_o19a29.31_7-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_8-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_9-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_10-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_11-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_12-1.pdb,0.07192307692307692
disordered,macro_o19a29.31_13-1.pdb,0.07192307692307692
disordered,macro_o19a29.31_14-1.pdb,0.06192307692307693
disordered,macro_o19a29.31_15-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_16-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_17-1.pdb,0.08192307692307693
disordered,macro_o19a29.31_18-1.pdb,0.07192307692307692
vesicles,m1n3_15_30_100-ves.pdb,0.40589286
vesicles,m1n3_15_30_50-95-ves.pdb,0.73802896
vesicles,m1n3_15_30_50-149-ves.pdb,0.36972078
vesicles,m1n3_15_30_50-49-ves.pdb,0.36972078
vesicles,m1n3_15_30_50-118-ves.pdb,0.45972078
vesicles,m1n3_15_30_50-89-ves.pdb,0.36972078
vesicles,m1n3_15_30_50-121-ves.pdb,0.45972078
vesicles,m1n3_15_30_50-50-ves.pdb,0.34752381
vesicles,m1n3_15_30_50-99-ves.pdb,0.50285598
vesicles,m1n3_15_30_50-13-ves.pdb,0.67670663
vesicles,m1n3_15_30_50-140-ves.pdb,0.58285598
vesicles,m1n3_15_30_50-41-ves.pdb,0.92662565
vesicles,m1n3_15_30_50-111-ves.pdb,0.39752381
vesicles,m1n3_15_30_50-43-ves.pdb,0.87285742
vesicles,m1n3_15_30_50-130-ves.pdb,0.33752381
vesicles,m1n3_15_30_50-146-ves.pdb,0.40972078
vesicles,m1n3_15_30_50-80-ves.pdb,0.53164386
vesicles,m1n3_15_30_50-72-ves.pdb,0.77555439
vesicles,m1n3_15_30_50-46-ves.pdb,0.51285598
vesicles,m1n3_15_30_50-98-ves.pdb,0.78214342
vesicles,m1n3_15_30_50-76-ves.pdb,0.73285598
vesicles,m1n3_15_30_50-11-ves.pdb,0.36972078
vesicles,m1n3_15_30_50-65-ves.pdb,0.44972078
vesicles,m1n3_15_30_50-30-ves.pdb,0.66406405
vesicles,m1n3_15_30_50-81-ves.pdb,0.57285598
vesicles,m1n3_15_30_50-150-ves.pdb,0.50164386
vesicles,m1n3_15_30_50-129-ves.pdb,0.51164386
vesicles,m1n3_15_30_50-86-ves.pdb,0.59884866
vesicles,m1n3_15_30_50-14-ves.pdb,0.39752381
vesicles,m1n3_15_30_50-155-ves.pdb,0.50662005
vesicles,m1n3_15_30_50-93-ves.pdb,0.40039183
vesicles,m1n3_15_30_50-142-ves.pdb,0.40150294
vesicles,m1n3_15_30_50-63-ves.pdb,0.72285598
vesicles,m1n3_15_30_50-141-ves.pdb,0.51662005
vesicles,m1n3_15_30_50-94-ves.pdb,0.71285598
vesicles,m1n3_15_30_50-160-ves.pdb,0.57285598
vesicles,m1n3_15_30_50-153-ves.pdb,0.49164386
vesicles,m1n3_15_30_50-22-ves.pdb,0.35752381
vesicles,m1n3_15_30_50-133-ves.pdb,0.47972078
vesicles,m1n3_15_30_50-125-ves.pdb,0.30039183
vesicles,m1n3_15_30_50-156-ves.pdb,0.34752381
vesicles,m1n3_15_30_50-35-ves.pdb,0.36164662
vesicles,m1n3_15_30_50-1-ves.pdb,0.90473828
vesicles,m1n3_15_30_50-87-ves.pdb,0.60549451
vesicles,m1n3_15_30_50-127-ves.pdb,0.59285598
vesicles,m1n3_15_30_50-96-ves.pdb,0.38930321
vesicles,m1n3_15_30_50-159-ves.pdb,0.36164662
vesicles,m1n3_15_30_50-39-ves.pdb,0.3625
vesicles,m1n3_15_30_50-83-ves.pdb,0.36164662
vesicles,m1n3_15_30_50-114-ves.pdb,0.42164386
vesicles,m1n3_15_30_50-21-ves.pdb,0.79737565
vesicles,m1n3_15_30_50-151-ves.pdb,0.43972078
vesicles,m1n3_15_30_50-77-ves.pdb,0.65285598
vesicles,m1n3_15_30_50-9-ves.pdb,0.85442885
vesicles,m1n3_15_30_50-74-ves.pdb,0.64285598
vesicles,m1n3_15_30_50-106-ves.pdb,0.47469697
vesicles,m1n3_15_30_50-23-ves.pdb,0.86775119
vesicles,m1n3_15_30_50-73-ves.pdb,0.38138736
vesicles,m1n3_15_30_50-51-ves.pdb,0.59285598
vesicles,m1n3_15_30_50-105-ves.pdb,0.56357143
vesicles,m1n3_15_30_50-112-ves.pdb,0.33652543
vesicles,m1n3_15_30_50-138-ves.pdb,0.51164386
vesicles,m1n3_15_30_50-109-ves.pdb,0.53164386
vesicles,m1n3_15_30_50-157-ves.pdb,0.35752381
vesicles,m1n3_15_30_50-47-ves.pdb,0.43773755
vesicles,m1n3_15_30_50-135-ves.pdb,0.824775
vesicles,m1n3_15_30_50-70-ves.pdb,0.34752381
vesicles,m1n3_15_30_50-116-ves.pdb,0.47469697
vesicles,m1n3_15_30_50-5-ves.pdb,0.55164386
vesicles,m1n3_15_30_50-57-ves.pdb,0.38039183
vesicles,m1n3_15_30_50-25-ves.pdb,0.52164386
vesicles,m1n3_15_30_50-117-ves.pdb,0.42164386
vesicles,m1n3_15_30_50-158-ves.pdb,0.39752381
vesicles,m1n3_15_30_50-104-ves.pdb,0.78523693
vesicles,m1n3_15_30_50-17-ves.pdb,0.58285598
vesicles,m1n3_15_30_50-52-ves.pdb,0.43164386
vesicles,m1n3_15_30_50-79-ves.pdb,0.6831352
vesicles,m1n3_15_30_50-145-ves.pdb,0.44972078
vesicles,m1n3_15_30_50-54-ves.pdb,0.32752381
vesicles,m1n3_15_30_50-42-ves.pdb,0.48972078
vesicles,m1n3_15_30_50-100-ves.pdb,0.48164386
vesicles,m1n3_15_30_50-88-ves.pdb,0.4123149
vesicles,m1n2_15_30_100-ves.pdb,0.72583217
vesicles,m1n3_15_30_50-137-ves.pdb,0.78214342
vesicles,m1n3_15_30_50-27-ves.pdb,0.48164386
vesicles,m1n3_15_30_50-15-ves.pdb,0.57549451
vesicles,m1n3_15_30_50-33-ves.pdb,0.44972078
vesicles,m1n3_15_30_50-58-ves.pdb,0.32164662
vesicles,m1n3_15_30_50-26-ves.pdb,0.36972078
vesicles,m1n3_15_30_50-19-ves.pdb,0.71285598
vesicles,m1n3_15_30_50-147-ves.pdb,0.30752381
vesicles,m1n3_15_30_50-56-ves.pdb,0.67352703
vesicles,m1n3_15_30_50-108-ves.pdb,0.7625782
vesicles,m1n3_15_30_50-84-ves.pdb,0.69285598
vesicles,m1n3_15_30_50-113-ves.pdb,0.59285598
vesicles,m1n3_15_30_50-92-ves.pdb,0.89715595
vesicles,m1n3_15_30_50-152-ves.pdb,0.31752381
vesicles,m1n3_15_30_50-29-ves.pdb,0.61583217
vesicles,m1n3_15_30_50-134-ves.pdb,0.46972078
vesicles,m1n3_15_30_50-75-ves.pdb,0.45972078
vesicles,m1n3_15_30_50-2-ves.pdb,0.80511961
vesicles,m1n3_15_30_50-69-ves.pdb,0.42972078
vesicles,m1n3_15_30_50-107-ves.pdb,0.50285598
vesicles,m1n3_15_30_50-102-ves.pdb,0.41972078
vesicles,m1n3_15_30_50-7-ves.pdb,0.86775119
vesicles,m1n3_15_30_50-115-ves.pdb,0.824775
vesicles,m1n3_15_30_50-71-ves.pdb,0.41972078
vesicles,m1n3_15_30_50-119-ves.pdb,0.7725782
vesicles,m1n3_15_30_50-59-ves.pdb,0.47972078
vesicles,m1n3_15_30_50-97-ves.pdb,0.50164386
vesicles,m1n3_15_30_50-91-ves.pdb,0.66470663
vesicles,m1n3_15_30_50-66-ves.pdb,0.57285598
vesicles,m1n3_15_30_50-124-ves.pdb,0.66470663
vesicles,m1n3_15_30_50-136-ves.pdb,0.44972078
vesicles,m1n3_15_30_50-78-ves.pdb,0.7866655
vesicles,m1n3_15_30_50-123-ves.pdb,0.65242119
vesicles,m1n3_15_30_50-139-ves.pdb,0.38752381
vesicles,m1n3_15_30_50-85-ves.pdb,0.72285598
vesicles,m1n3_15_30_50-40-ves.pdb,0.45972078
vesicles,m1n3_15_30_50-110-ves.pdb,0.51285598
vesicles,m1n3_15_30_50-126-ves.pdb,0.50357143
vesicles,m1n3_15_30_50-132-ves.pdb,0.57285598
vesicles,m1n3_15_30_50-28-ves.pdb,0.36752381
vesicles,m1n3_15_30_50-36-ves.pdb,0.56463814
vesicles,m1n3_15_30_50-90-ves.pdb,0.40738013
vesicles,m1n3_15_30_50-34-ves.pdb,0.44972078
vesicles,m1n3_15_30_50-12-ves.pdb,0.37972078
vesicles,wedge_p0_C2_24.5_40_50-125-ves.pdb,0.5590280552780553
vesicles,wedge_p11_C6__50_50-155-ves.pdb,0.38
vesicles,wedge_p11_C6__50_50-166-ves.pdb,0.3535714285714286
vesicles,wedge_p11_C6__50_50-83-ves.pdb,0.3125
vesicles,wedge_p0_C3_24_40_40-36-ves.pdb,0.52
vesicles,wedge_p11_C6__50_50-191-ves.pdb,0.3625
vesicles,wedge_p0_C3_24_40_50-109-ves.pdb,0.7909470738389505
vesicles,wedge_p11_C6__50_50-109-ves.pdb,0.34
vesicles,wedge_p11_C6__50_50-13-ves.pdb,0.3025
vesicles,wedge_p0_C2_24.5_40_50-53-ves.pdb,0.32160742035742035
vesicles,wedge_p11_C6__50_50-135-ves.pdb,0.42
vesicles,wedge_p0_C2_24.5_40_50-124-ves.pdb,0.5721970738389502
vesicles,wedge_p11_C6__50_50-81-ves.pdb,0.31107142857142855
vesicles,wedge_p11_C6__50_50-170-ves.pdb,0.33357142857142863
vesicles,wedge_p0_C3_24_40_50-27-ves.pdb,0.8538042166960932
vesicles,wedge_p11_C6__50_50-161-ves.pdb,0.37
vesicles,wedge_p11_C6__50_50-28-ves.pdb,0.33
vesicles,wedge_p0_C3_24_40_50-117-ves.pdb,0.3506730769230769
vesicles,wedge_p11_C6__50_50-173-ves.pdb,0.38
vesicles,wedge_p11_C6__50_50-49-ves.pdb,0.3235714285714286
vesicles,wedge_p11_C6__50_50-60-ves.pdb,0.3010714285714286
vesicles,wedge_p0_C2_24.5_40_50-25-ves.pdb,0.6540297806058676
vesicles,wedge_p11_C6__50_50-35-ves.pdb,0.30752380952380953
vesicles,wedge_p11_C6__50_50-150-ves.pdb,0.31357142857142856
vesicles,wedge_p11_C6__50_50-11-ves.pdb,0.3625
vesicles,wedge_p0_C3_24_40_50-89-ves.pdb,0.4006730769230769
vesicles,wedge_p0_C2_24.5_40_50-12-ves.pdb,0.3716071428571429
vesicles,wedge_p11_C6__50_50-93-ves.pdb,0.30752380952380953
vesicles,wedge_p11_C6__50_50-45-ves.pdb,0.3325
vesicles,wedge_p11_C6__50_50-73-ves.pdb,0.3025
vesicles,wedge_p11_C6__50_50-1-ves.pdb,0.3235714285714286
vesicles,wedge_p11_C6__50_50-31-ves.pdb,0.3235714285714286
vesicles,wedge_p0_C2_24.5_40_50-147-ves.pdb,0.7383154948915819
vesicles,wedge_p11_C6__50_50-104-ves.pdb,0.33357142857142863
vesicles,wedge_p11_C6__50_50-12-ves.pdb,0.31357142857142856
vesicles,wedge_p0_C2_24.5_40_50-134-ves.pdb,0.44902805527805534
vesicles,wedge_p0_C2_24.5_40_50-13-ves.pdb,0.4747423409923411
vesicles,wedge_p11_C6__50_50-56-ves.pdb,0.31107142857142855
vesicles,wedge_p11_C6__50_50-110-ves.pdb,0.3710714285714286
vesicles,wedge_p11_C6__50_50-95-ves.pdb,0.30752380952380953
vesicles,wedge_p11_C6__50_50-16-ves.pdb,0.3025
vesicles,wedge_p0_C3_24_40_50-48-ves.pdb,0.31067307692307694
vesicles,wedge_p0_C2_24.5_40_50-129-ves.pdb,0.3067208833627598
vesicles,wedge_p11_C6__50_50-43-ves.pdb,0.3235714285714286
vesicles,wedge_p11_C6__50_50-162-ves.pdb,0.36
vesicles,wedge_p11_C6__50_50-134-ves.pdb,0.38
vesicles,wedge_p11_C6__50_50-3-ves.pdb,0.3010714285714286
vesicles,wedge_p11_C6__50_50-61-ves.pdb,0.31
vesicles,wedge_p0_C3_24_40_50-45-ves.pdb,0.30067307692307693
vesicles,wedge_p11_C6__50_50-33-ves.pdb,0.30752380952380953
vesicles,o12gp27.1_10-1.pdb,0.43972077922077923
vesicles,o12gp27.1_11-1.pdb,0.43972077922077923
vesicles,o12gp27.1_1-1.pdb,0.6011297868797869
vesicles,o12gp27.1_2-1.pdb,0.6158321678321679
vesicles,o12gp27.1_3-1.pdb,0.37039182726932274
vesicles,o12gp27.1_4-1.pdb,0.31803571428571425
vesicles,o12gp27.1_5-1.pdb,0.4797207792207792
vesicles,o12gp27.1_6-1.pdb,0.5435714285714286
vesicles,o12gp27.1_7-1.pdb,0.3106136363636363
vesicles,o12gp27.1_8-1.pdb,0.34334623709623713
vesicles,o12gp27.1_9-1.pdb,0.6058321678321679
vesicles,o15gp25_10-1.pdb,0.39752380952380956
vesicles,o15gp25_11-1.pdb,0.7552369297369297
vesicles,o15gp25_1-1.pdb,0.7328559773559775
vesicles,o15gp25_12-1.pdb,0.36752380952380953
vesicles,o15gp25_13-1.pdb,0.5166200466200466
vesicles,o15gp25_14-1.pdb,0.5374533799533799
vesicles,o15gp25_15-1.pdb,0.43972077922077923
vesicles,o15gp25_2-1.pdb,0.4297207792207792
vesicles,o15gp25_3-1.pdb,0.3575238095238095
vesicles,o15gp25_6-1.pdb,0.44972077922077924
vesicles,o15gp25_7-1.pdb,0.32570887445887453
vesicles,o15gp25_8-1.pdb,0.39752380952380956
vesicles,o15gp25_9-1.pdb,0.5716438561438562
vesicles,o9gp28_10-1.pdb,0.6428559773559774
vesicles,o9gp28_11-1.pdb,0.4828559773559774
vesicles,o9gp28_1-1.pdb,0.7725781995781996
vesicles,o9gp28_12-1.pdb,0.6158321678321679
vesicles,o9gp28_13-1.pdb,0.5216438561438561
vesicles,o9gp28_2-1.pdb,0.5728559773559774
vesicles,o9gp28_3-1.pdb,0.39315359640359643
vesicles,o9gp28_4-1.pdb,0.5016438561438562
vesicles,o9gp28_5-1.pdb,0.5382726440226441
vesicles,o9gp28_6-1.pdb,0.7625781995781996
vesicles,o9gp28_7-1.pdb,0.5928559773559774
vesicles,o9gp28_8-1.pdb,0.5828559773559774
vesicles,o9gp28_9-1.pdb,0.792143416969504
vesicles,o6gp28.8_1.pdb,0.6303691306676787
vesicles,o6gp28.8_11.pdb,0.4914945902051165
vesicles,o6gp28.8_12.pdb,0.6203691306676787
vesicles,o6gp28.8_2.pdb,0.8124343480589833
vesicles,o6gp28.8_13.pdb,0.6561586043518892
vesicles,o6gp28.8_14.pdb,0.6672697154630004
vesicles,o6gp28.8_15.pdb,0.6533450436435916
vesicles,o6gp28.8_16.pdb,0.7839577496510346
vesicles,o6gp28.8_17.pdb,0.7380286866705632
vesicles,o6gp28.8_18.pdb,0.7769919376852227
vesicles,o6gp28.8_19.pdb,0.7739577496510346
vesicles,o6gp28.8_20.pdb,0.6461586043518892
vesicles,o6gp28.8_21.pdb,0.8528519189937955
vesicles,o6gp28.8_3.pdb,0.6484460537446017
vesicles,o6gp28.8_4.pdb,0.7480286866705632
vesicles,o6gp28.8_5.pdb,0.8205112711359063
vesicles,o6gp28.8_6.pdb,0.7558808265741115
vesicles,o6gp28.8_7.pdb,0.6130614383599865
vesicles,o6gp28.8_8.pdb,0.4549845152830634
vesicles,o6gp28.8_9.pdb,0.6303691306676787
vesicles,o6gp28.8_10.pdb,0.5407739889672739
vesicles,o15gp26_10-1.pdb,0.48164385614385613
vesicles,o15gp26_11-1.pdb,0.5466200466200466
vesicles,o15gp26_1-1.pdb,0.4297207792207792
vesicles,o15gp26_12-1.pdb,0.33752380952380956
vesicles,o15gp26_15-1.pdb,0.3625
vesicles,o15gp26_16-1.pdb,0.5016438561438562
vesicles,o15gp26_2-1.pdb,0.3747423409923411
vesicles,o15gp26_3-1.pdb,0.49164385614385614
